doc_id,doc_str
141,"For it is with words that we are sustained, O Midwife and Patriarch, our Grandmother and our Grandfather, Xpiyacoc and Xmucane."
142,Thus may it be spoken.
143,May it be sown.
144,"May it dawn so that we are called upon and supported, so that we are remembered by framed and shaped people, by effigies and forms of people."
145,Hearken and let it be so.
146,"Reveal your names, Hunahpu Possum and Hunahpu Coyote,"
147,Great She Who Has Borne Children and
148,Great He
149,"Who Has Begotten Sons, Great Peccary and Great Coati, Jeweler and Worker in Precious Stones, Sculptor and Wood Worker, Creator of the Green Earth and Creator of the Blue Sky, Incense Maker and Master Artist, 
       
                                                  
Grandmother of Day and Grandmother of Light."
150,Thus shall you all be called by that which we shall frame and shape.
151,"Cast grains of maize and tz'ite to divine how what we shall make will come out when we grind and chisel out its mouth and face in wood, so it was said to the Masters of Days."
152,"Thus began the divination ceremony, the casting of grains of maize and of tz'ite, the revelation of days and of shaping."
153,Then spoke the one Grandmother and the one Grandfather to them.
154,"For this was the Grandfather, the Master of the Tz'ite, Xpiyacoc by name."
155,"And this was the Grandmother, the Mistress of Days and Mistress of Shaping who is at the foot, who is called Xmucane."
156,"Thus they began to speak, to carry out their divination ceremony: May it be discovered."
157,May it be found.
158,Say it!
159,Our ears hear you.
160,Speak!
161,Tell it!
162,May the tree be found that is to be carved and chiseled out by the Framer and the Shaper.
163,"If this is to be the provider and the sustainer, then may it now be sown that the dawn may come."
164,"You, grains of maize, and you, tz'ite; you, days, and you, the shapingyou are called, you are summoned  Thus it was said to the grains of maize and the tz'ite, to the days and the shaping."
165,"Bring it to a conclusion,  O Heart of Sky."
166,"Do not punish them further  Do not cause any more suffering for Sovereign and Quetzal Serpent, they said."
167,Then they spoke straight to the point: May these effigies of wood come out well.
168,May they speak.
169,May they communicate there upon the face of the earth.
170,"May it be so, they said."
171,"And when they had spoken, straightaway the effigies of carved wood were made."
172,They had the appearance of people and spoke like people as well.
173,They populated the whole face of the earth.
174,"The effigies of carved wood began to multiply, bearing daughters and sons."
175,"Nevertheless, they still did not possess their hearts nor their minds."
176,They did not remember their Framer or their Shaper  They walked without purpose  They crawled on their hands and knees and did not remember Heart of Sky.
177,Thus they were weighed in the balance.
178,"They were merely an experiment, an attempt at people."
179,"At first they spoke, but their faces were all dried up."
180,Their legs and arms were not filled out.
181,They had no blood or blood flow within them.
182,They had no sweat or oil.
183,"Their cheeks were dry, and their faces were masks  Their legs and arms were stiff."
184,"Their bodies were rigid  Thus they were not capable of understanding before their Framer and their Shaper, those who had given them birth and given them hearts."
185,They were the first numerous people who have lived here upon the face of the earth.
186,"THEN came the end of the effigies carved of wood, for they were ruined, crushed, and killed."
187,A flood was planned by Heart of Sky that came down upon the heads of the effigies carved of wood The body of man had been carved of tz'ite wood by the Framer and the Shaper.
188,The body of woman consisted of reeds according to the desire of the Framer and the and understanding that are characteristic of human beings.
189,"In this sense, they are like the animals who were
not able to remember or honor the gods properly and were thus destroyed."
190,Shaper.
191,"But they were not capable of understanding and did not speak before their Framer and their Shaper, their makers and their creators."
192,Thus they were killed in the flood.
193,"There came a great resin down from the sky There came the ones called Chiselers of Faces, who gouged out their eyes There came Death Knives, which cut off their heads."
194,"There came Crouching Jaguar, who ate their flesh."
195,"There came Striking Jaguar, who struck them."
196,They smashed their bones and their tendons Their bones were ground up.
197,They were broken into pieces.
198,"Their faces were ground up because they proved to be incapable of understanding before the face of their mother and the face of their father, Heart of Sky, Huracan by name"
199,"Thus they caused the face of the earth to be darkened, and there fell a black rain, a rain that fell both day and night."
200,The small and the great animals came in upon them  Their faces were crushed by the trees and the stones.
201,"They were spoken to by all their maize grinders and their cooking griddles, their plates and their pots, their dogs and their grinding stones  However many things they had, all of them crushed their faces."
202,Their dogs and their turkeys said to them: Pain you have caused us.
203,You ate us.
204,Therefore it will be you that we will eat now.
205,Then the grinding stones said this to them: We were ground upon by you.
206,"Every day, every day, in the evening and at dawn, always you did holi, holi, huki, huki on our faces."
207,This was our service for you who were the first people.
208,But this day you shall feel our strength.
209,We shall grind you like maize.
210,"We shall grind up your flesh, said their grinding stones to them."
211,Then their dogs said this to them: Why was it that you didnt give us our food?
212,"All we did was look at you, and you chased us away."
213,You threw us out.
214,You raised sticks against us to beat us while you ate  Thus you have spoken to us  We could not speak; therefore we received nothing from you.
215,How could you not have understood this?
216,You did understand.
217,We were forgotten because of you.
218,"This day, therefore, you shall try the teeth that are in our mouths."
219,"We shall eat you, said the dogs to them."
220,Thus their faces were crushed.
221,Then spoke also their griddles and their pots to them: Pain you have caused us.
222,Our mouths and our faces are sooty.
223,You were forever throwing us upon the fire and burning us.
224,"Although we felt no pain, you now shall try it."
225,"We shall burn you, said all of their pots."
226,Thus their faces were all crushed.
227,The stones of the hearth flattened them.
228,"They would come out from the fire, landing on their heads and causing them pain."
229,They fled.
230,They hurried away.
231,"They wanted to climb up on top of the houses, but the houses would fall apart beneath them and they were thrown off."
232,"They wanted to climb up to the tops of the trees, but the trees would not support them."
233,"They wanted to hide in caves, but the mouths of the caves closed up before their faces."
234,"Thus the framed people, the shaped people, were undone."
235,They were demolished and overthrown as people.
236,The mouths and the faces of all of them were ruined and crushed.
237,It is said that the spider monkeys that are in the forest today are descendents of these people.
238,This was their heritage because their flesh was merely wood when it was created by the Framer and the Shaper.
239,"Therefore the spider monkeys appear like people, descendents of one generation of framed and shaped people."
240,But they were only effigies carved of wood.
241,"WHILE the face of the earth was only a little brightened, before there was a sun, there was one who puffed himself up named Seven Macaw  There was a sky and an earth, but the faces of the sun and moon were dim  He therefore declared himself to be the bright sign for those who were drowned in the flood  He was like an enchanted person in his essence."
242,I am great.
243,I dwell above the heads of the people who have been framed and shaped.
244,I am their sun.
245,I am also their light.
246,And I am also their moon
247,Then be it so.
248,Great is my brightness.
249,By the brilliance of my silver and gold I light the walkways and pathways of the people.
250,"My eyes sparkle with glittering blue/green jewels  My teeth as well are jade stones, as brilliant as the face of the sky."
251,"This, my beak, shines brightly far into the distance like the moon"
252,My throne is gold and silver.
253,"When I go forth from my throne, I brighten the face of the earth."
254,Thus I am the sun.
255,"I am the moon as well for those who are born in the light, those who are begotten in the light."
256,Then be it so.
257,"My vision reaches far, said Seven Macaw."
258,"Now Seven Macaw was not truly the sun, but he puffed himself up in this way because of his plumage and his gold and his silver."
259,His vision did not reach beyond where he sat.
260,It did not really reach everywhere beneath the sky.
261,"Thus Seven Macaw puffed himself up in the days and months before the faces of the sun, moon, and stars could truly be seen."
262,He desired only greatness and transcendence before the light of the sun and moon were revealed in their clarity.
263,This was in the era when the flood was made because of the effigies of carved wood.
264,Now we shall tell how Seven Macaw died; how he was defeated at the time when people were made by the Framer and the Shaper.
265,THIS is the beginning of his defeat.
266,"This is the shaking of the day of Seven Macaw by the twins, named Hunahpu and Xbalanque  They were simply gods."
267,As a result they saw evil in this prideful one who acted according to his own desires before the face of Heart of Sky
268,Thus the boys said: Good shall never come of this.
269,People will never be able to live here on the face of the earth.
270,"Thus we will try to shoot him with our blowguns  When he flies over his food, we will shoot him, thus causing him to be afflicted."
271,"Then his jade, his gold and silver, his jewels, his glittering things, and all things over which he keeps vigil, will come to an end."
272,"May it be done thus, for people cannot be created where only gold and silver are glory  Then be it so, said the boys."
273,And each one shouldered his blowgun.
274,Now this Seven Macaw had two sons.
275,"His firstborn was Zipacna, and his secondborn was Cabracan  Chimalmat was the name of their mother, the wife of Seven Macaw."
276,"Zipacna was he that sustained the great mountainsChigag, Hunahpu, Peculya, Xcanul, Macamob, and Huliznab  These are the names of the mountains that existed at the time of the dawn."
277,"In a single night, they were created by Zipacna."
278,"Cabracan was he who would shake the mountains, both small and great, causing them to tremble."
279,But it was only the pride of the sons of Seven Macaw: This is what I am.
280,I am the sun!
281,said Seven Macaw.
282,This is what I am.
283,I am the maker of the earth!
284,said Zipacna.
285,And I am he who fells the sky and causes the earth to tumble down!
286,said Cabracan.
287,"Now these, the children of Seven Macaw, received their greatness from their father."
288,"The boys, Hunahpu and Xbalanque, therefore saw evil in them before the creation of our first mother and our first father."
289,Thus the boys planned their deaths and their loss.
290,"THIS, then, is the blowgun shooting of Seven Macaw by the twins  We shall now tell the story of the defeat of each of the prideful ones."
291,"This is Seven Macaw and a great nance tree  This, then, is the food of Seven Macaw."
292,"Each day he would rise up to the top of the tree to knock down some of the fruit of the nance tree, and it is there that he was seen by Hunahpu and Xbalanque."
293,"The twins watched for him beneath the tree, hidden in its leaves."
294,At length Seven Macaw perched on the nance tree to feed and was shot by them.
295,Hunahpu directed a pellet straight from his blowgun into his jaw.
296,"Seven Macaw cried out, sailing over the top of the tree and landing on the ground."
297,"Quickly, Hunahpu ran out to grab him."
298,But instead Seven Macaw tore off the arm of Hunahpu.
299,"He wrenched it back, bending it back at the shoulder until it was torn free from Hunahpu."
300,"Still, it was good what they did."
301,"This first episode will not result in their defeat by Seven Macaw, even though he took away the arm of Hunahpu."
302,"So then Seven Macaw went to his home, holding his jaw in his palms."
303,What have you got there?
304,"asked Chimalmat, the wife of Seven Macaw."
305,What is it?
306,Two demons shot me.
307,"My jaw was dislocated by them, and now my teeth torment me with pain."
308,This I have brought to hang over the fire.
309,It will dangle over the fire until they come to take it back again.
310,"Truly they are demons, said Seven Macaw as he hung the arm of Hunahpu."
311,Then Hunahpu and Xbalanque planned again.
312,"They went to speak to the one Grandfather, whose hair was now truly white, and also the one Grandmother, who was now truly humble."
313,They were people who now walked bent over with age.
314,"Great White Peccary was the name of the Grandfather, and Great White Coati was the name of the Grandmother."
315,The boys then spoke to the Grandmother and the Grandfather: We would like you to accompany us to retrieve our arm from Seven Macaw.
316,We will just follow along behind you.
317,"You will say to him, Suffer these our grandsons that accompany us."
318,"Their mother and father are dead, thus they follow along there behind us."
319,"We provide for them by removing worms from teeth, which is our profession."
320,"Thus Seven Macaw will see us merely as children, even while we are giving you our instructions, said the twins."
321,"Very well, they said."
322,Thus they came to where Seven Macaw was seated on the edge of his throne.
323,The Grandmother and the Grandfather passed below the home of the lord while the twins played behind them.
324,Now Seven Macaw was crying out because of his teeth.
325,"When he saw the Grandfather and Grandmother journeying together, he asked them: From where do you come, our grandfather?"
326,he asked.
327,"We are just making a living, thou lord, they replied."
328,How do you make your living?
329,Are not those your children that accompany you?
330,"They are not, thou lord."
331,These are our grandsons.
332,But surely we take pity on them and give them a portion.
333,"We give them our scraps, thou lord, said the Grandmother and the Grandfather."
334,The lord was by then nearly finished off because of the pain in his teeth.
335,"Therefore it was with great effort that he spoke again: I beg of you, take pity on me."
336,What medicines would you make?
337,With what medicines would you cure?
338,asked the lord.
339,"We would merely remove worms from teeth, cure eye ailments, and set bones, thou lord, they replied."
340,Very well.
341,"Cure then my teeth, for truly they ache constantly, and I can no longer bear it."
342,"I cannot sleep because of them, and the same goes for my eyes."
343,"Two demons shot me with a blowgun, and since then I have not been able to eat because of it."
344,"Thus take pity on me, for my jaw and my teeth cause me anguish."
345,"Very well, thou lord."
346,It is a worm that causes the pain.
347,We will merely replace them.
348,Thy teeth will have to come out.
349,"It is perhaps not a good thing that my teeth come out, for it is only because of them that I am lord."
350,"My teeth, along with my eyes, are my finery."
351,We shall replace them then with this ground bone.
352,"But instead of ground bone, they were mere white grains of maize that were to be placed."
353,"Very well then, take them out."
354,"Help me, he said therefore."
355,So then the teeth of Seven Macaw were taken out.
356,"As a substitute they placed mere white grains of maize, mere shiny white grains of maize, and immediately his face fell."
357,No longer did he appear as a lord.
358,At length all of the brilliant blue/green jewels in his mouth were removed.
359,Then the eyes of Seven Macaw were treated.
360,"His eyes were plucked, thus completely removing the precious metal from them."
361,He surely felt no pain.
362,He just stared instead.
363,Thus the basis for his pride was completely taken away according to the plans of Hunahpu and Xbalanque.
364,"When at length Seven Macaw died, Hunahpu retrieved his arm."
365,"Then also Chimalmat died, the wife of Seven Macaw."
366,"Thus the wealth of Seven Macaw was lost, for the healers took it awaythe jewels, the precious stones, and all that which had made him proud here upon the face of the earth  It was truly the enchanted Grandmother and the enchanted Grandfather that did it."
367,"Then the boys retrieved their arm and implanted it back into its socket, making it whole again."
368,"They had desired the death of Seven Macaw, and they were able to do it."
369,For they saw pride as evil and went to do these things according to the word of Heart of Sky.
370,"THESE now are the deeds of Zipacna, the firstborn son of Seven Macaw."
371,"I am the maker of mountains, said Zipacna."
372,"Now this Zipacna was bathing on the banks of a river when there passed by four hundred boys, dragging a tree to be used as a supporting beam for their hut."
373,"These four hundred were walking along, having cut down a great tree for a lintel Zipacna therefore came to the four hundred boys and asked them: What are you doing, boys?"
374,Its just this tree; we cannot lift it to our shoulders to carry it.
375,I will carry it on my shoulders.
376,Where does it go?
377,What use does it have in your hearts?
378,It is to be the lintel for our hut.
379,"Very well, he said therefore."
380,Thus he carried it on his shoulders up to the doorway of the hut of the four hundred boys.
381,"Stay with us, boy."
382,Do you have a mother or a father?
383,"There is no one, he replied."
384,"Surely we beseech you then to help us, for tomorrow another tree will be raised as a supporting beam for our hut."
385,"Fine, he said again."
386,"Then the four hundred boys made their plans: This boy, what will we do to him?"
387,We will kill him.
388,"For it is not good what he does, just lifting the tree all by himself."
389,"Let us therefore dig a great hole, and then we shall abandon him there."
390,"We will say to him, Go dig out the earth from the bottom of the hole."
391,"And when he is bent over down there in the hole, we will hurl down the great tree, and thus he will die there in the hole, said the four hundred boys."
392,And so they dug a great hole that went down very deep.
393,"Then they sent for Zipacna: We entrust you to go now to dig in the ground, for we are not able to do it, he was told."
394,"Very well, he replied."
395,Thus he went down into the hole.
396,"Call when you have finished digging up the earth, for you must go down deep, he was told."
397,"Fine, he replied."
398,Then he began to dig in the hole.
399,But this hole was to be his own salvation.
400,"He had learned that he was to be killed, and therefore he had dug a branching hole to one side."
401,It was in this secondary hole that he was saved.
402,How far are you into it?
403,he was asked by the four hundred boys.
404,I am digging it quickly.
405,"When I shall call up to you there, then the digging will have been successfully completed, called Zipacna from the hole."
406,But he did not dig his own tomb there at the bottom of the hole; rather he dug the means for his own salvation.
407,"Therefore, when Zipacna called up, he had already saved himself there inside the hole: Come and take the earth awaythe dirt that I have dug up from the hole."
408,Truly deep have I dug down.
409,Can you not hear my call?
410,"Your voices just echo away as if you were a long way off when I hear them, said Zipacna from his hole."
411,Thus he was already sheltered when he called up from inside the hole.
412,The boys then dragged over the great tree and hurled it down into the hole.
413,He is no more.
414,He does not speak.
415,"When he cries out, we will know that he shall be dead, they whispered to each other."
416,For they each hid their purpose when they hurled down the tree.
417,"So when he spoke he cried out with a loud voice, he called out one more word when they dropped down the tree."
418,"Aha, we have succeeded!"
419,Truly good!
420,We have done it to him.
421,He died.
422,"What kind of omen would it have been if he had persisted in carrying out his deeds, his work?"
423,"Then he might have become first among us, placing himself over us, even us the four hundred boys, they said."
424,And so they rejoiced: For three days we will merely make sweet drink
425,"And when three days have passed, we will drink to our dwelling, to our hut, even us the four hundred boys!"
426,they said.
427,Tomorrow and the next day we will see if ants dont come forth from the ground when he begins to stink and decompose.
428,"Then will our hearts be comforted, when we will drink our sweet drink, they said."
429,But Zipacna heard this down there in the hole when they said this.
430,"And on the second day, the ants assembled themselves."
431,They walked about.
432,They swarmed beneath the tree.
433,Everywhere they carried in their teeth the hair as well as the nails of Zipacna.
434,"Now when the boys saw this, they said to each other: The demon is finished."
435,Look at the ants.
436,They have gathered together.
437,"They have assembled here, and everywhere they carry his hair in their teeth."
438,Surely they can be seen carrying his nails.
439,"We have done it at last, they said to each other."
440,But Zipacna was still alive.
441,He had merely cut the hair off his own head and gnawed off his own nails to give to the ants.
442,Thus the four hundred boys thought that he had died.
443,"On the third day, they started in on their sweet drink."
444,All the boys became drunk.
445,All four hundred boys thus were drunk and didnt feel anything when Zipacna collapsed their hut down upon their heads.
446,"As a result, all of them were finished, struck down every one of them."
447,Not even one or two of the four hundred boys were saved.
448,"Such was the death of these four hundred boys at the hands of Zipacna, the son of Seven Macaw."
449,"It is said that they became the constellation known as the Pleiades, but perhaps this is merely a fable Now we will tell the story of the defeat of Zipacna by the twins, Hunahpu and Xbalanque."
450,THIS now is the overthrow and death of Zipacna.
451,"He was defeated by the twins, Hunahpu and Xbalanque, whose hearts were offended by the deaths of the four hundred boys at the hands of Zipacna."
452,"Now this Zipacna would spend each day wandering in search of his food, only fish and crabs, which he looked for in the rivers."
453,"By night, however, he would carry mountains on his back."
454,Thus Hunahpu and Xbalanque transformed for him a great crab.
455,"For this purpose, they used a bromelia flower, the kind of bromeliad that may be picked in the forests, to make the open claws."
456,"For its shell and backside, they used a hollowed-out stone."
457,This shell they placed at the bottom of a cave below a great mountain.
458,Meauan was the name of this mountain where he was defeated.
459,"When the boys came, they found Zipacna by the river: Where are you going, boy?"
460,they asked Zipacna.
461,Im not going anywhere.
462,"Im just searching for my food, replied Zipacna."
463,What is your food?
464,"Only fish and crabs, but I havent found any yet."
465,"It has been two days since I have eaten, and now I cannot bear the hunger, said Zipacna to Hunahpu and Xbalanque."
466,There is a crab there below the canyon.
467,It is truly a great crab.
468,Why dont you try your luck with it?
469,asked Hunahpu and Xbalanque.
470,Perhaps you will be able to eat it.
471,"It merely bit us when we tried to catch it, so we are afraid of it."
472,But he will not go away and you could catch it.
473,Take pity on me.
474,"Guide me there, boys, said Zipacna."
475,We do not want to.
476,Just go along yourself.
477,There is no way that you will get lost if you just follow the course of the river until you reach the base of the great mountain.
478,"There it will be, situated below the canyon."
479,"Just go along over there, said Hunahpu and Xbalanque."
480,Please take pity on me.
481,"I will never find it, boys."
482,You go first as my guides.
483,"I know where there are many birds that you could shoot with your blowguns, said Zipacna."
484,"He humbled himself before them, promising to reward them."
485,He wept before them.
486,Perhaps you will not be able to catch it.
487,Then you would return like we did.
488,"Because not only were we not able to eat it, but it would straightaway bite us."
489,"We went in there headfirst on our stomachs, but it became frightened."
490,"A little later we went in lying on our backs, but we couldnt find it again."
491,"Thus it would be good if you went in lying on your back, he was told."
492,"Very well, replied Zipacna."
493,"Thus they left, accompanied by Zipacna."
494,"At length they arrived below the canyon where the crab was placed, its surface bright red there at the base of the canyon."
495,"This was their deception Thats good, rejoiced Zipacna."
496,He wanted to put it straight in his mouth because he was truly famished and wanted to eat it.
497,"He just wanted to go in headfirst on his stomach  But the crab climbed high up, and Zipacna came back out."
498,Didnt you get it?
499,he was asked.
500,No.
501,It climbed high up and after awhile I couldnt find it again.
502,"Perhaps it would be good then if I went in again lying on my back, he said therefore."
503,Then he went back in again lying on his back.
504,He went all the way in until only his kneecaps showed outside.
505,Thus he was completely swallowed up.
506,The mountain then settled down onto his chest so that he could not turn over again.
507,Zipacna became stone.
508,"Thus was the defeat of Zipacna at the hands of the boys, Hunahpu and Xbalanque."
509,"Such is the ancient account of the first son of Seven Macaw, the Maker of Mountains, as he was called, who was defeated beneath the mountain called Meauan  It was merely enchantment by which this second prideful one was defeated."
510,Now we shall tell the tale of another.
511,"THE third prideful one was the second son of Seven Macaw, Cabracan by name."
512,"I am the wrecker of mountains, said he."
513,It was simply because of Hunahpu and Xbalanque that Cabracan was defeated.
