doc_id,doc_str
11,"xma qo vinaquila qolic, yacalic; xa remanic ha, xa lianic palo, xa vtuquel remanic, xma qo vi na quilalo qolic; xa cachamanic catzininic chi queεum, chi aεab, xa vtuquel ri tzacol, bitol, tepeu, qucumatz e alom, e qaholom qo pa ha zactetoh e qovi e mucutal pa cuc, pa raxon are vbinaam viri qucumatz e nimac etamanel, e nimac ahnaoh chiqui qoheic; quehe cut xax qo vi ri cah qonaipuch vqux cah are vbi ri cabauil chuqhaxic."
12,"Ta xpe cut vtzih varal xul cuq ri tepeu qucumatz varal chi quecumal chi aεabal xqhau ruq ri tepeu qucumatz, xe qha cut, ta xenaohinic, ta xe bizonic, xerico quib, xquicuch qui tzih, qui naoh, ta xcalah ta xquiquxlaah quib xe vi zac ta xcalah puch vinac, ta xquinaohih v tzuquic v vinaquiric che, caam, v tzucuquic puch qazlem vinaquirem chi queεumal, chi aεabal, rumal ri vqux cah huracan vbi, caculha huracan nabe, vcab cut chipa caculha, roxchic raxa caculha chi e cu oxib rÿ vqux cah ta xeul cuq ri tepeu qucumatz, ta xnaohixic zac qazlem, hupacha ta cha uaxoc ta caquiro puch, apachinac tzucul cool ta chuxoc quixnohintah."
13,"areri ha chel tah chihamatah, chivinaquir va vleu vlaquel ta curib chata cut, ta chauaxoc ta zaquiroc, cah vleu, ma ta cut v quihilabal vcalaibal rÿ catzac cabit ta vinaquiroc vinac tzac vinac bit xeqha cut ta xvinaquir cu ri vleu cumal; xaquitzih xqohe vi v vinaquiric chivinaquir vleu, vleuh xecha libah chi xvinaquiric; queheri xa tzutz xa mayui v vinaquiric chic u pupuheic ta xtape pa ha ri huiub huzuc nimac huyub xuxic xaqui naual xa qui puz xbanatah vi vnaohixic huyub tacah, huzuc rach vinaquiric v quizizil, v pachahil v vach."
14,"quehe cut xquicot vi ri qucumatz, vtz mi xatulic at vqux cah, at huracan, at pu chipicaculha, raxa caculha, xchutzinic catzac cabit xeqha cut."
15,"nabe cut xvinaquir vleuh huyub tacah, xchobochox vbe ha xbiniheic colehe racan xol tac huyub, xa chobol chic xeqohe vi ha, ta xcutuniheic nimac huyub."
16,"quehe cut v vinaquiric vlew ri ta xvinaquiric cumal ri vqux cah vqux vleu quevchaxic rÿ cute nabe xquinohih xcolo vi ri cah, xcolo nai puch vleuh chupan ha."
17,quehe cut vnaohixic ri ta xquinohih ta xquibizoh rutzinic vbana tahic cumal.
18,"Ta xquinohih chic vchicopil huyub chahal re quichelah ronohel, vvinaquil huyub ri quieh, tziquin, qoh, balam, cumatz, zochoh, canti chahal caam cacha ri alom, qaholom xa pa chilolinic, ma xa on chitzininic vxeche, caam, cate vtz chiqohe chahal re xeqha cut ta xquinohih, xqhitzihoh puch huzu cu xvinaquir queh tziquin ta zquizipah cut rochoch queh tziquin."
19,"at queh pa beyaa pa zivan catvar vi, varal cat qohe vi pa quim pa zacul, pa quechelah, quipoco vi ivib, cahcah ibinibal, ychacabal chuxic xevqhaxic ta xquichic cut cochoch chuti tziquin, nima tziquin."
20,"ixix tziquin chuvi che, chuvi caam quixochochin vi, quixhain vi, chiri quixpoc vi, quixquiritah vi chuεab che, chuεab caam xevqhaxic quieh tziquin ta xquibano quibanoh ronohel xucamo v varabal, v yacalibal quehe cut cochoch vi chicop ri vleu xuyao alom, qaholom."
21,xutzininaca chic ronohel ri queh tziquin
22,"Ta xevqhax chicut rÿ queh tziquin rumal tzacol bitol alom, qaholom."
23,"quixqhauoc, quixziquinoc mi xyonoliquinic, mi xziquinic, quixqha va he tah chi huhunal, chu hutac chobil chi hutac molahil, xevqhaxic ri queh tziquin qoh, balam cumatz, chibÿh na cut ri ca bi cohicaharizah, oh ichuch, oh icahau quiqha va na cut, huracan, chipi caculha, raxa caculha, vqux cah, vqux vleuh, tzacol, bitol, alom qaholom quixqhaoc cohiziquih, cohiquihila, xevqhaxic."
24,"macu xutzinic xeqhauic, queheta ri vinac, xa quevachelahic, xa quecaralahic xa quevohonic; mavi xvachinic v vach qui qhabal, halahoh xcoquibeh chi qui huhunal."
25,"ta xqui ta ri tzacol bitol mavi mi xutzinic, mi xeqhauic, xeqha chic chi qui bil quib maui mi xutzin v bixic cabi rumal oh cah tzac oh pu cah bit mavi vtz xqha chic chiquibil quib ri alom qaholom, xevqhax cut xa quixhalatahic rumal maui mi xutzinic maui mi xixqhavic, mi cu xcahal catzih ivecha i cuxun, ivarabal i iacalibal xivech vi mi xeuxic zivan quechelah rumal mavi xutzin caquihiloxic mavi ix ziquÿ que ca qo couilo qui hilonel nimanel chi caban chic xa chicam i patan xa i tiohil chica chic ta chuxoc."
26,"are cut chipatanih, xevqhaxic ta xe pixabaxic chuti chicop nima chicop qo chuvach vleu."
27,"ta xrah cu quitih chic qui quih xrah quitihtobeh chic, xrah pu quinuc chic quihilabal xma xquita vi qui qhabal chiquibil quib."
28,"xma xnauachir vi cut, xma xbanatah vi puch, quehe cut xechacatah vi quitiohil, xquipatanih xe tÿc, xecamizaxic, ri chicop qo varal chuvach vleuh, que he cut v tihtobexic chic vinac tzac vinac bit cumal tzacol bitol alom, qaholom xa ca tiha chic, mi xyopih ravaxic v zaquiric cabana tzucul que cool que hupacha ta coh ziquixoc, ta cohnabax puch chuvach vleuh."
29,"mi xcatiho chirech ri nabe ca tzac, ca bit maui mi xutzinic ca quihiloxic, ca calaixic puch cumal, quehe cut catiha vi vbanic ah nim ah xob tzucul, cool xeqha ta vtzaquic cut vbanic puch, vlev xocol vtiohil xquibano ma cu vtz xquilo, xa chiyohomanic, xa tzubulic, xa nebelic, xa lubanic, xa vulanic, xa pu chivmaric, maui chicolol vholo xa hum benac vi v vach, xa culu vach maui chimucun chirih chichau nabec, mahabi vnaoh xa huzuc chiumar paha, maui qo, xeqha chicuri ah tzac ah bit."
30,"cauach labec ta chuxoc xa labe maui chibinic, ma pu chipocotahic ta chuxoc xa vnaoh chiri xecha ta xquiyoh cut xquiyoc chic ri qui tzac qui bit xeqha chicut hupacha quichicabano chutzin ta vi chinauachir ta vi quihiloy quech ziquÿ quech xecha ta xquinaohih chic xa cabÿh chique xpiyacoc, xmucane, hun ahpu vuch, hun ahpu vtiu."
31,quitiha chic vquihixic vbitaxic xevqhan qui quib ah tzac ah bit.
32,"Ta xquibÿh cut chire xpiyacoc, xmucane cate cut vbixic ri chiquech ri enic vachinel, ratit quih ratit zac que vqhaxic cumal ri tzacol bitol are qui bi ri xpiyacoc, xmucane"
33,"Xeqha qu ri huracan ruq tepeu qucumatz ta xquibih chirech ah quih ah bit enic vachinel xuculu, xa pu churico cheta chic chi cauinac bitoh, chica vinac tzacoh ta chic tzucul cool coh ziquixtah, cohnabaxtah puch, catoc ta cut pa tzih iyom mamom catit camam xpiyacoc, xmuca ne chatah ta chavaxoc, ta zaquiroc ca ziquixic, ca toquexic ca nabaxic rumal vinac tzac, vinac bit, vinac poy, vinac anom cha ta chuxoc chicutun ibi hunahpu vuch, hunahpu vtiu camul alom, camul qaholom nimac nima tzÿz ah cuval ah yamanic ah chut ah tzalam, ah raxalac, ah raxazel ah εol, ah toltecat ratit quih ra titzac quixvqhaxic rumal catzac cabit chimala chi ixim, chi tzite xa chibanatahic xa pu chel apan oc chicahah chicacotah puch vchi vvach che xevqhaxic e ah quih cate puch vcahic v quihiloxic ri xmalic chi ixim chi tzite quih bit xeqha qu ri hun atit hun mama chiquech are ri mama are ah tzite xpiyacoc vbi."
34,"are cu ri atit ahquih ahbit chi racan xmucane vbi xeqha cut ta xquitiquiba quih xa chuculu xa pu churico chabÿh cata caxiquin, caqhauic catzihontah xa chuculu ri che chahavaxic chicotox puch cumal ahtzac ahbit."
35,"ve are tzucul cool ta chavax oc ta zaquiroc at ixim at tzite, at quih, at bit."
36,"catchoconic cattaquentah xqha chire ixim q,ite, quih bit."
37,"cat quixla vloc at vqux cah macahizah vchi vvach tepeu qucumatz xeqha ta xquibih cut v zuculiquil vtz are chuxic ri i poy aham che chiqhauic chitzihon bala chuvach vleu ta chuxoc xeqha cut ta xquibih huzuc xbanic poy aham che xe vinac vachinic xe vinac tzihonic puch are vinaquil vvach vleu xevxic xe poquic xemealanic, xeqaholonic ri poy aham che macu habi qui qux ma pu habi quinaoh maui natal cah tzac cah bit xaloc xebinic, xechacanic maui xquinatah chic ri v qux cah quehe cut xepah chivi xa vtihtobexic xa pu v vababexic chi vinac queqhau nabec, xa chaquih qui vach mana zonol cacan, qui εab mahabi qui quiquel, qui comahil, ma habi qui ticoual, qui cabchÿal cha quih cotz qoh qui vach."
38,"ca pichipoh cacan, quicab caie ioh quitiohil quehe cut maui xenau chivi chuvach tzacol bitol alai quech, quxlaai quech enabe tzatz chivinac xevxic varal chuvach vleu"
39,"Cate cut qui quÿzic chic qui mayxic qui cutuxic puch xe camizax chic poy aham che ta xnohix quibutic rumal vqux cah nima butic xbanic xpe pa quivi ri e poy e aham che q,ite vtiohil ri achih, ta xahaxic, rumal tzacol bitol, ixoc zibac cut vtiohil ixoc."
40,"xrah oquic rumal tzacol bitol maui xenauic, ma pu xeqhauic chu vach cah tzac, cah bit banol que vinaquirizay quech quehe cut qui camizaxic xebutic xpe nima εol chila chicah."
41,"xe cotcovach vbi, xcotin vloc vbac qui vach, xepe camalotz xcupin vla quiholom, xpe cotzbalam."
42,"xtio quitiohil, xpe tucumbalam xtucuuic xquichouic quibaquil, quibochil xcahixic, xmuchulixic qui baquil, cahizabal qui vach; ru mal maui quinauic chuvach qui chuch, chuvach puch qui cahau, ri vqux cah, huracan vbi, cumal xquecumaric v vach vleu, xticaric quecal hab quihil hab, acabal hab xoc vla chuti chicop nima chicop xcut qui vach rumal che abah."
43,"xqhauic ronohel qui quebalqui xot, qui lac, qui boh, qui tzi qui εaa, haruh pa la ronohel xcutu qui vach cax xiban chique, xohitio ixchi cut xquixcati chic xqha ri qui tzi cac chiquech."
44,"re cu ri εaa xohcoconic iuumal hu ta quih, hu ta quih, xquec zaquiric amaquel holi, holi, huqui, huqui ca vach ivumal are ta nabe capatan chivach, ixtana vinac vacamic cut xchitih ca chucab xchicaqueeh, xchicahoc puch i tiohil xqhari qui εaa chique."
45,"are curi qui tzi xqha chic ta xqhauic, na qui pa rumal maui chiya cava, xa cohmucunic xa pu cohicuxih vloc, coh izac pu vloc yacal vbi ca cheel ivumal ta quixvaic xere cohivuchaah vi maui cohqhauic mata cu mi xohcamic chiue hu pa cha maui mi xixnauic xixnau ta cut chiuih ta cut xohzach vi, vacamic cut xchitih cabac qo pa ca chi xquixcatio xeqha ri tzi chique ta xcut qui vach."
46,"are chicuri qui xot, qui boh xchau chic chique: cax, va xi ban chique xac ca chi, xacca vach; amaquel oh tzacal chuuicac cohicato maui cax xcanao, xchitih cut xquix caporoh xcha ri qui boh ro nohel xcutu qui vach."
47,"are ri abah ri quixcub chitaninic chipe pa εaε taεal chi quiholom, cax xban chique."
48,"anilabic que mal malihab chic querah acanic chuvi ha xa chiu vlih ha quetzac vloc, querah acan chuvi che queqhaquix vloc ruma che querah oc pa hul xa chiyuch hul chi qui vach; quehe cut vcayohic vinac tzac vinac bit, etzixel, e tzalatzoxel chi vinac xmayxic, xcutuxic quichi qui vach conohel, xqha cut are retal ri qoy qo pa quechelah vacamic, are xqohe vi retal rumal xache quitiohil xcohic rumal ahtzac ahbit, are curi qoy queheri vinac chivachinic retal hule vinac tzac, vinac bit xa poy, xa pu ahamche."
49,"Are cut xa hubic zac na tanoh vvachvleu mahabi quih hun cut cunimarizah rib, vvcub caquix vbi, qo nabe cah vleu, xa ca moymot v vach quih ic caqha curi: xaui xere vzaquetal vinac rÿ, xbutic queheri naual vinac vqoheic in nim quiqohe chic chuvi vinac tzac vinac bit in vquih in pu vzac in naipu riquil ta chuxoc, nim nu zaquil in binibal, in pu chacabal rumal vinac."
50,"rumal puvac vbac nuvach xa catiltotic chi yamanic raxa cuval naypu ve raxcauacoh chi abah queheri v va cah are curi nu tzam zachuluhuh chinah queheri ic puvac cut nu calibal cazac paque vvach vleu ta quinel vloc chuvach nu calibal quehe cut in quih vi in pu ic rumal zaquil al zaquil qahol ta chuxoc rumal chinah copon vi nu vach: qhari vucub caquix macu quitzih are ta quih, ri, vcub caquix xere cunimarizah rib ri v xic v puvac xere cut tocol vi v vach ri chicube vi mana ronohel ta v xe cah copon vi v vach."
51,"maha cut qui quiloc v vach quih, ic chumil mahaoc cazaquiroc quehe cut cucobizah vi rib ri vucub caquix chi quihil, chi iquil xa maha chicatunoc chicalahoboc vzaquil quih ic xa xuraih nimal icouen are ta xbanic butic cumal poy aham che quehe cut xchicabÿh chic ta xcamic vucub caquix ta xchacatahic, ta xbanatahic vinac rumal ahtzac, ahbit."
52,"Vae vxe vchacatahic v yicoxic chi puch v quih vucub ca quix cumal e caib qaholab hun ahpu vbi hun, xbalanque vbi vcab xavi e cabauil rumal itzel xquilo ri nimarizai rib xrah vban chuvach vqux cah, xqha curi qaholab mavi vtz ta chuxoc mavi chiqaze vinac varal chuvach vleu quehe cut chicatih, v vbaxic chuvi recha chica v vbah vi chiri chicacoh vi viab ta quizoc v quinomal, v xit, v puvac v cual, v yamanic ri cucacabeh que he cut chubano ronohel vinac."
53,"maui are chivinaquir vi εaεal ri xa puvac ta chuxoc xeqha ri qaholab huhun chi vb quitelen qui cabichal are curi vvcub caquix e caib v qahol are nabe al ri zipacna, vcab al chicut ri cabracan chimalmat cut vbi qui chuch rixoquil ri vvcub caquix are curi zipacna are chirechaah ri nimac huiub."
54,"ri chicac hun ahpu pe cul ya xcanul macamob huliznab chuchaxic vbi huiub xqolic ta chi zaquiric xa hun aεab chi vinaquiric rumal ri zipacna are ri chicuri cabracan chizilab huiub rumal chinebouic chuti huiub, nima huyub rumal, xaui quehe nimarizabal quib xquibano vqahol vvcub caquix ixva, in quih xqha vucub caquix inva, in banol vleu xqha ri zipacna, in chicut quiyou cah chinvlih ronohel vleu xqhari cabracan xavi vqahol vvcub caquix xaui chiri xquicam vi quinimal chirih qui cahau are cut itzel xquil vi qaholab, maha chibantahoc canabe chuch canabe cahau quehe cut xnohix vi qui camic qui zachic cumal qaholab."
55,"Vae cute v vbaxic vvcub caquix cumal caib qaholab xchicabÿh qui chacatahic chi qui huhunal ri nimarizai rib are ri vvcub caquix hun nima che ri tapal are cu recha ri vvcub caquix are chulo ri v vach tapal chacan chui che hutaquih xilo macut rechabal cumal ri hun ahpu, xbalan que, quicacalen chi cut chuxe che ri vvcub ca quix e matzamoh vlo ri caib qaholab pa xac che ta xopon cut caib qaholab vcub caquix tacal chui recha ri tapal cate cut ta xubaxic cumal ri hun hunahpu ta cal vbac vub chucaεate churacuh vchi ta xpe chui che tacal chvach vleu chimalmat cut ri hun hunahpu anim xbec quitzih vi xbe vqhapa, cate cut ta xcupix vla vεab ri hun hu nahpu rumal ri vvcub ca quix, huzuc xtzac vloc, xmeho vloc, tzam vteleb ta xutzocopih chi cut hunhunahpu ri vvcub caquix xavi vtz xquibano ma nabe quichacatahic tah rumal vvcub caquix."
56,vcaam chi cut vεab ri hunhunahpu rumal ri vucub caquix ta xbe chi rochoch xa chi cu vlotem v εaεate xoponic.
57,naqui pa mi xcamou.
58,chila xqha cu ri chimalmat ri xoquil vvcub caquix.
59,"na qui pa ri ri e caib qaxtoq mixiquivubah, mi xzilibatah nu εaεate rumal xa cachuiu ahe ve cacoxou chic mi nabe mi xnucam vloc chuvi εaε cut chixeque vi chitzaiaba chuvi εaε ta cul qui ca ma chic quitzih chi e qaxtoq xqha ri vvcub caquix, ta xu xequeba vεab ri hunahpu."
60,"qui naohinic chic ri huhun ahpu, xbalanq~ ta xquibih cut chirech hun mama quitzih zac chic rizmal vi chi mama, hun cu atit quitzih quemel atit chic, xa quelucuquila chic chirihitac vinac."
61,"zaqui nim ac vbi mama zaqui nima tziz cut vbi atit xeqha curi qaholab chique ri atit mama quixcachbilahtah chibe ta cama caεab ruq vucub caquix xa cohtere chivih, quiri camam ri cachbilan caminac qui chuch qui cahau quehe cut que tere co tila vi chiquih tala quecazipah vi ru mal xa elezan vchicopil eiah cacabano quixqha quehe curi oh acalab chirilo ri vvcub caquix, xavi oh qoh yavic inaoh, xeqha ri e caib qaholab; vtz bala xeqhacut."
62,"cate cut ta xebec tzamal cubi ri vvcub caquix chuvach v calibal, ta xeicouic ri atit mama queetzeyah curi e caib qaholab chiquih ta xeicou chuxe rochoch ahau cu racuh cu vchi ri vvcub caquix rumal re."
63,"ta xril cut v vcub caquix ri mama atit cachbilan quib apa quixpe vi camam, xqha curi ahau xa oh tzucubei quib lal ahau xeqha cut."
64,"naquipa itzucubal maivalcval ri ivachbilan, mahabi lal ahau e ca mam ri, xere nare cacatocobah qui vach ri yaaxel hupir cha cap cacaya chiquech lal ahau xeqha cut ri atit mama cutzin curi ahau rumal vcoxom re xa cunimac vachih chic qu ca qhavic intabacanih chivech chitocobah ta nuvach, na quipa quichibano, naquion chi qui chicunah, xqha cut ahau xa vchicopil eiah chique lezah, xacu vbac vvach chicacunah xabac chicavico lal ahau, xeqha cut."
65,"vtzbala chicunah ta ba ve quitzih cacoxouic hu ta quih maui choquitahic, mahabi nu varam rumal ruq vbac nu vach xa xiquivbah e caib qaxtoq ta xticaric, maui quinechahic rumal quehe ta cut chitocobah vi nu vach, xa cachuiub vehe chic rive, vtzbala lal ahau chicop ba cacaxuuic xachoc vquexel chel ri ela."
66,maba vtzlo chel ri ve rumal xere in ahau vi nu caubal ri ve.
67,ruq vbac nu vach.
68,xchicacoh chic nacut v quexel hocombac xchoc chic are cut hocombac ri xa zaqui ixim vtzbala chivelezah chi too vloc xqha cut ta xel curi re vvcub caquix.
69,"xa zaqui ixim vquexel re xoquic, xa chi cu zac huluhuh chi vla ixim pu chi."
70,"huzucu xcah v vach maui ahau chic xvachinic xquiz elic ri re cuval raxcauacoh puchi ta xcunax chi cut vbac vvach vvcub caquix ta xcholic vbac vvach xquiz elic ri puvac mana cax tah xunao xaui xere camucunic ta xquiz cu elic ri vnimarizabal rib xaui quinaoh ri hunahpu, xbalanque ta xcam cut ri vvcub caquix ta xucam cut v εab ri hun ahpu xcam naipuch chimalmat ri xoquil vvcub caquix, quehe cut vzachic vquinomal vvcub caquix ri xa ahqun xcamouic ri cuval yamanic xu punabeh varal chuvach vleu."
71,"hu pah chic xziquinic ta xcahapanoc ri che ocu mi xutzinic qui vtz mi xcabano chire mi xcamic, atalabe chita quen chu bano, chuchacuh ta chuxoc vnabe la xucoh vla rib cuq chi caxol puch la oh omuch chi qaholab xeqha cut que quicot chic qo ri vbanic ca qui oxih checevic oxih puch chicucah la cabobal naual atit, naual mama xbanouic ta xquicam cut qui εab xtiquitax vcoc vtz chic xuxic."
72,"xa rumal v camic vvcub caquix xcah quehe xquibano itzel xquilo nimarizabal ib cate cut xe be chic e caib qaholab, xa vtzih ri vqux cah ta xquibano."
73,"Vae chi cute vbanoh chic zipacna v nabe qahol vvcubcaquix, in banol huyub caqha ri zipacna are curi zipacna catinic chuchi ha ta xe icouic omuch qaholab e hurui che racan qui cabal, omuch chubinic, ta xquicat cut hun nima che v vapalil qui cabal cate cut xbe ri zipacna xopon cu chila cuq ri omuch qaholab na qui pa quibano ix qaholab?"
74,"xa che maui cacayaco chiteleba xchinteleh apa copon vi na qui pa vchac chi iqux, xa v vapalil ca cabal vtz bala cha cut ta xuhuruh cut xuteleba cu acanoc, chuchi qui cabal omuch qaholab xata vi catqohe cuq at qahol qo pa achuch acahau mahabi xqha cut cacachaquimah tana bala chuvec chuvabaxic chic hun cache racan ca cabal vtz xqha chicut catecut xcam quinaoh ri omuch qaholab areri."
75,"ala hupacha chicaban chire chicacamizah tah rumal maui vtz ri cubano xa vtuquel mi xuyac ri che cacoto hun nima hul chiri ta cut chicatzac vi cahoc pa hul hacama caha vleu pa hul cohqhata chire chi are ta cut pachal cahoc pa hul ta catarih cahoc ri nima che chiri ta cut chicam vi pa hul, xeqha cut omuch qaholab, ta xquicot cut hun nima hul naht xcahic ta xquitac cut ri zipacna, oh canih chavech chibeta a coto chic vleuh maui cacaxico, xucha xic."
76,"vtzbala xqhacut cate cut xcah pa hul caziquin vloc ta cototahoc ri vleu nahta chicahic avmal xuqhaxic ve xqha cut ta xutiquiba vcotic hul xacu vhul xucoto vcolbal rib, xretamah ri v camizaxic ta xucot cut hun vi chihul chu tzalanem vca hul, xucoto xcolotah vi cahanican pala xuqhax cu cah oc cumal omuch qaholab."
77,"quinanucoto ve xquixnuziquih acanoc ta chutzinoc, v cototahic xcha vloc zipacna chiri pahul, macu are cucot vxehul ri vmoquiquil xa vhul cucoto colbal rib cate cut ta xziquin vloc ri zipacna colon chuca chiri pa hul ta xziquin vloc, quixpetoc chul icama vleu rachac hul mi xcoto tahic."
78,qui tzih nah mi xcah v vmal.
79,"mapa qui ta nu ziquibal lo, are curi iziquibal xa vbi caxohanic."
80,"queheri hun elebal caib elebal ixqovi canutao xqha vla ri zipacna, pa vhul chiri cut matzal chivi vloc caziquiiah chi vla pa hul."
81,are cut cahurux vloc ri qui nima che ru mal qaholab cate puch xquitarih cahoc ri che pahul ma qo ma qhauic chicata na ta churacuh vchi ta camoc xe cha chi quibil quib.
82,"xa que hazlahic xa pu chimatzalah qui vach chi qui huhunal, ta xquitarih cahoc ri che are cu xqha cut ta xuracuh v chi xa [hupah chic xziquinic ta xcah apanoc ri che oca mi xutzinic qui vtz mi xcabano chire mi xcamic atalabe chita quen chubano chuchacuh ta chuxoc vnabe la xucoh vla rib cuq chicaxol puch la oh omuch qaholab."
83,xeqha cut que quicot chic qo ri vbanic ca qui oxih que e couic oxih puch chicucah lacabebal]2 cacabal laoh omuch chi qaholab xe qha chuuec cut chiquilo ca bih puch chiquilo mapa chipe zanic pu vleu ta chuinoc ta queyoc cate cut cul chica qux ta cucah ri ca qui xeqha cut.
84,"cuta cu vloc ri zipacna chiri pa hul, ta xquibih qaholab ri ca chucabih puch, ta xtubuquih zanic quebinouic, quebuchuvic ta xeculun xe che humah qui cayeloon iz, qui cayeloon puch rixcac zipacna ta xquil curi qaholab mi pa xutzin ri qaxtoq chivila na zanic mi xeculun vloc mixetubuquih vloc humah iz qui caien qo rixcac ri chila na mi xcabano ca xeqha chiquibil quib are curi zipacna xaui qazlic xucat vloc rizmal v vi xa pu cuqux vloc rixcac chire cuya vla chiquech ri zanic que he curi xcamic xquinao omuch qaholab cate cut xticar qui qui chiroxih ta xecabar puch conohel qaholab e cu cabarinac chic conohel omuch qaholab mahabi caquina chic cate puch xulix ri cabal pa quivi rumal ri zipacna xequiz chayatahic conohel mahabi chic hun caib xcolotah chiquech ri omuch chi qaholab xecamizaxic ru mal zipacna vqahol ri vv cub caquix."
85,"quehe cut quicamic omuch qaholab ri xqha chicut are ri xeoc chichumilal ri motz vbi cumal, ve cut xa zacbal tzih lo are chicut chicabÿh vchacatahic chic zipacna rumal ri e caib qaholab hun ahpu, xbalanque."
86,"Are chic vchacatahic, v camic zipacna, ta xchac chic cumal ri e caib qaholab hun ahpu, xbalanque, are chic v yoε qui qux caholab ri omuch chi qaholab xecamic rumal zipacna xa car, xa tap chutzucuh chi tac a, xere chirechaah hu ta quih pa quih chivacatic ta chutzucuh recha."
87,chacab cut chirecah huyub cate cut vhalvachixic hun nima tap cumal hun ahpu xbalanque are cut xquicoh ri v vach ec.
88,"ri mac ec qo patac quechelah are v xul tap xuxic pa hac chicut v coc εab xquicoho zelabah curi v va rachac tap rihouohic cate cut ta xquicoh vcoc chuxe pec, chuxe nima huyub; meauan vbi huyub xchacatah vi cate cut ta xeperi qaholab xquicu ri zipacna chiya, apa catbe vi at qahol xchax curi zipacna?"
89,"mahabi quin be vi, xa vecha canutzucuh, ix qaholab qha curi zipacna."
90,naquipa au echa?
91,"xa car, xa tap, xma qo chivi canu rico cabihir chincanah rechaxic, maui canuchihchic vaih xqha zipacna chiquech hun ahpu xbalanque huna rela tap qo vla xe zivan quitzih chi nima tap caquihtala chavechaah lo."
92,"xa cohvtio mi xrah cachapo cacaxibih quib rumal machibeon cachapa xe qhari hun ahpu xbalanque qui tocaba nu vach quibe ta ivaba ixqaholab xqha ri zipacna, maba chicah, xata catbec ma zachibal tah xarecan ha catbec at cu taεal apon oc xe nima huyub houol vla chuxe zivan, xa catel apanoc xe qha hun ahpu xbalanque laquiba tocob nuvach ma ba xuculu ixqaholab quix be na cu nu vaba, qo qui xo vi ri q,iquin chibetah iv vbah vetaam qo vi xqha chicut zipacna."
93,xelahic xoc na chiquivach qaholab lama qui cu xchachaplo ta xa quehe xcohtzalih avvmal ma xa maui xcatiho xa huzuc chitionic ri oh hupulic coh oc vbic cate cut cuxibih rib ri oh pacalic cohoc vbic xa cu zcaquin chic maui chicarico cate cu vtz at pacalic catoc vbic xuchaxcut.
94,"vtz bala xqha curi zipacna ta xbecut achbilan chicut ri zipacna xbec xeopon chuxe zivan zalam cula ri tap cacvacavoh vla rih, xe zivan ri cute qui cumatzih vtz bala chi quicot curi zipacna carahtah xcoc ta pu chi rumal quitzih cutzin chivaih xrah cutih ri xaxrah hupunic xrah oquic pacal curi tap xa canic cate cut xel chu vloc maui xarico xuqhax cut mahabi xa pacalic cacanic xa nabe zcaquin chic maui mi xnurico."
95,cate vtz lo qui paqueic quinoc vbic xqha chi cut cate cut pacal chic ta xoc vbic xquiz cu oc vbic xa v vi vchec chic xcutun vloc xquiz biquitahic; xlilob cu cahoc nima huiub chi vqux maui xzolcopih chic abah cut xuxic ri zipacna quehe vchacatahic chic zipacna cumal qaholab hun ahpu xbalanque ri banol huyub xqha v tzihoxic oher v nabe qahol vvcub caquix chuxe huyub meauan vbi xchacatahvi xa na ual xchacatah vi.
96,vcab nimarizai rib.
97,hun chi cut xchicabÿh vbixic
98,Rox chicut nimarizai rib v cab v qahol vvcub caquix cabrracan vbi in yohol huiub xqha.
