part,sent,token_num,token_str,term_str,chunk_num
1,11,14,gathered,gathered,0
1,11,15,together.,together,0
1,12,0,It,it,0
1,12,1,is,is,0
1,12,2,at,at,0
1,12,3,rest;,rest,0
1,12,4,not,not,0
1,12,5,a,a,0
1,12,6,single,single,0
1,12,7,thing,thing,0
1,12,8,stirs.,stirs,0
1,13,0,It,it,0
1,13,1,is,is,0
1,13,2,held,held,0
1,13,3,"back,",back,0
1,13,4,kept,kept,0
1,13,5,at,at,0
1,13,6,rest,rest,0
1,13,7,under,under,0
1,13,8,the,the,0
1,13,9,sky.,sky,0
1,14,0,Whatever,whatever,0
1,14,1,there,there,0
1,14,2,is,is,0
1,14,3,that,that,0
1,14,4,might,might,0
1,14,5,be,be,0
1,14,6,is,is,0
1,14,7,simply,simply,0
1,14,8,not,not,0
1,14,9,there:,there,0
1,14,10,only,only,0
1,14,11,the,the,0
1,14,12,pooled,pooled,0
1,14,13,"water,",water,0
1,14,14,only,only,0
1,14,15,the,the,0
1,14,16,calm,calm,0
1,14,17,"sea,",sea,0
1,14,18,only,only,0
1,14,19,it,it,0
1,14,20,alone,alone,0
1,14,21,is,is,0
1,14,22,pooled.,pooled,0
1,15,0,Whatever,whatever,0
1,15,1,might,might,0
1,15,2,be,be,0
1,15,3,is,is,0
1,15,4,simply,simply,0
1,15,5,not,not,0
1,15,6,there:,there,0
1,15,7,only,only,0
1,15,8,"murmurs,",murmurs,0
1,15,9,"ripples,",ripples,0
1,15,10,in,in,0
1,15,11,the,the,0
1,15,12,"dark,",dark,0
1,15,13,in,in,0
1,15,14,the,the,0
1,15,15,night.,night,0
1,16,0,Only,only,0
1,16,1,the,the,0
1,16,2,"Maker,",maker,0
1,16,3,Modeler,modeler,0
1,16,4,"alone,",alone,0
1,16,5,Sovereign,sovereign,0
1,16,6,Plumed,plumed,0
1,16,7,"Serpent,",serpent,0
1,16,8,the,the,0
1,16,9,"Bearers,",bearers,0
1,16,10,Begetters,begetters,0
1,16,11,are,are,0
1,16,12,in,in,0
1,16,13,the,the,0
1,16,14,"water,",water,0
1,16,15,a,a,0
1,16,16,glittering,glittering,0
1,16,17,light.,light,0
1,17,0,They,they,0
1,17,1,are,are,0
1,17,2,"there,",there,0
1,17,3,they,they,0
1,17,4,are,are,0
1,17,5,enclosed,enclosed,0
1,17,6,in,in,0
1,17,7,quetzal,quetzal,0
1,17,8,"feathers,",feathers,0
1,17,9,in,in,0
1,17,10,blue-green.,bluegreen,0
1,18,0,Thus,thus,0
1,18,1,the,the,0
1,18,2,"name,",name,0
1,18,3,"""Plumed",plumed,0
1,18,4,"Serpent.""",serpent,0
1,19,0,They,they,0
1,19,1,are,are,0
1,19,2,great,great,0
1,19,3,"knowers,",knowers,0
1,19,4,great,great,0
1,19,5,thinkers,thinkers,0
1,19,6,in,in,0
1,19,7,their,their,0
1,19,8,very,very,0
1,19,9,being.,being,0
1,20,0,And,and,0
1,20,1,of,of,0
1,20,2,course,course,0
1,20,3,there,there,0
1,20,4,is,is,0
1,20,5,the,the,0
1,20,6,"sky,",sky,0
1,20,7,and,and,0
1,20,8,there,there,0
1,20,9,is,is,0
1,20,10,also,also,0
1,20,11,the,the,0
1,20,12,Heart,heart,0
1,20,13,of,of,0
1,20,14,Sky.,sky,0
1,21,0,This,this,0
1,21,1,is,is,0
1,21,2,the,the,0
1,21,3,name,name,0
1,21,4,of,of,0
1,21,5,the,the,0
1,21,6,"god,",god,0
1,21,7,as,as,0
1,21,8,it,it,0
1,21,9,is,is,0
1,21,10,spoken.,spoken,0
1,22,0,And,and,0
1,22,1,then,then,0
1,22,2,came,came,0
1,22,3,his,his,0
1,22,4,"word,",word,0
1,22,5,he,he,0
1,22,6,came,came,0
1,22,7,here,here,0
1,22,8,to,to,0
1,22,9,the,the,0
1,22,10,Sovereign,sovereign,0
1,22,11,Plumed,plumed,0
1,22,12,"Serpent,",serpent,0
1,22,13,here,here,0
1,22,14,in,in,0
1,22,15,the,the,0
1,22,16,"blackness,",blackness,0
1,22,17,in,in,0
1,22,18,the,the,0
1,22,19,early,early,0
1,22,20,dawn.,dawn,0
1,23,0,He,he,0
1,23,1,spoke,spoke,0
1,23,2,with,with,0
1,23,3,the,the,0
1,23,4,Sovereign,sovereign,0
1,23,5,Plumed,plumed,0
1,23,6,"Serpent,",serpent,0
1,23,7,and,and,0
1,23,8,they,they,0
1,23,9,"talked,",talked,0
1,23,10,then,then,0
1,23,11,they,they,0
1,23,12,"thought,",thought,0
1,23,13,then,then,0
1,23,14,they,they,0
1,23,15,worried.,worried,0
1,24,0,They,they,0
1,24,1,agreed,agreed,0
1,24,2,with,with,0
1,24,3,each,each,0
1,24,4,"other,",other,0
1,24,5,they,they,0
1,24,6,joined,joined,0
1,24,7,their,their,0
1,24,8,"words,",words,0
1,24,9,their,their,0
1,24,10,thoughts.,thoughts,0
1,25,0,Then,then,0
1,25,1,it,it,0
1,25,2,was,was,0
1,25,3,"clear,",clear,0
1,25,4,then,then,0
1,25,5,they,they,0
1,25,6,reached,reached,0
1,25,7,accord,accord,0
1,25,8,in,in,0
1,25,9,the,the,0
1,25,10,"light,",light,0
1,25,11,and,and,0
1,25,12,then,then,0
1,25,13,humanity,humanity,0
1,25,14,was,was,0
1,25,15,"clear,",clear,0
1,25,16,when,when,0
1,25,17,they,they,0
1,25,18,conceived,conceived,0
1,25,19,the,the,0
1,25,20,"growth,",growth,0
1,25,21,the,the,0
1,25,22,generation,generation,0
1,25,23,of,of,0
1,25,24,"trees,",trees,0
1,25,25,of,of,0
1,25,26,"bushes,",bushes,0
1,25,27,and,and,0
1,25,28,the,the,0
1,25,29,growth,growth,0
1,25,30,of,of,0
1,25,31,"life,",life,0
1,25,32,of,of,0
1,25,33,"humankind,",humankind,0
1,25,34,in,in,0
1,25,35,the,the,0
1,25,36,"blackness,",blackness,0
1,25,37,in,in,0
1,25,38,the,the,0
1,25,39,early,early,0
1,25,40,"dawn,",dawn,0
1,25,41,all,all,0
1,25,42,because,because,0
1,25,43,of,of,0
1,25,44,the,the,0
1,25,45,Heart,heart,0
1,25,46,of,of,0
1,25,47,"Sky,",sky,0
1,25,48,named,named,0
1,25,49,Hurricane.,hurricane,0
1,26,0,Thunderbolt,thunderbolt,0
1,26,1,Hurricanecomes,hurricanecomes,0
1,26,2,"first,",first,0
1,26,3,the,the,0
1,26,4,second,second,0
1,26,5,is,is,0
1,26,6,Newborn,newborn,0
1,26,7,"Thunderbolt,",thunderbolt,0
1,26,8,and,and,0
1,26,9,the,the,0
1,26,10,third,third,0
1,26,11,is,is,0
1,26,12,Raw,raw,0
1,26,13,Thunderbolt.,thunderbolt,0
1,27,0,So,so,0
1,27,1,there,there,0
1,27,2,were,were,0
1,27,3,three,three,0
1,27,4,of,of,0
1,27,5,"them,",them,0
1,27,6,as,as,0
1,27,7,Heart,heart,0
1,27,8,of,of,0
1,27,9,"Sky,",sky,0
1,27,10,who,who,0
1,27,11,came,came,0
1,27,12,to,to,0
1,27,13,the,the,0
1,27,14,Sovereign,sovereign,0
1,27,15,Plumed,plumed,0
1,27,16,"Serpent,",serpent,0
1,27,17,when,when,0
1,27,18,the,the,0
1,27,19,dawn,dawn,0
1,27,20,of,of,0
1,27,21,life,life,0
1,27,22,was,was,1
1,27,23,conceived:,conceived,1
1,27,24,"""How",how,1
1,27,25,should,should,1
1,27,26,it,it,1
1,27,27,be,be,1
1,27,28,"sown,",sown,1
1,27,29,how,how,1
1,27,30,should,should,1
1,27,31,it,it,1
1,27,32,dawn?,dawn,1
1,28,0,Who,who,1
1,28,1,is,is,1
1,28,2,to,to,1
1,28,3,be,be,1
1,28,4,the,the,1
1,28,5,"provider,",provider,1
1,28,6,"nurturer?""",nurturer,1
1,29,0,"""Let",let,1
1,29,1,it,it,1
1,29,2,be,be,1
1,29,3,this,this,1
1,29,4,"way,",way,1
1,29,5,think,think,1
1,29,6,about,about,1
1,29,7,it:,it,1
1,29,8,this,this,1
1,29,9,water,water,1
1,29,10,should,should,1
1,29,11,be,be,1
1,29,12,"removed,",removed,1
1,29,13,emptied,emptied,1
1,29,14,out,out,1
1,29,15,for,for,1
1,29,16,the,the,1
1,29,17,formation,formation,1
1,29,18,of,of,1
1,29,19,the,the,1
1,29,20,earth's,earth's,1
1,29,21,own,own,1
1,29,22,plate,plate,1
1,29,23,and,and,1
1,29,24,"platform,",platform,1
1,29,25,then,then,1
1,29,26,comes,comes,1
1,29,27,the,the,1
1,29,28,"sowing,",sowing,1
1,29,29,the,the,1
1,29,30,dawning,dawning,1
1,29,31,of,of,1
1,29,32,the,the,1
1,29,33,sky-earth.,skyearth,1
1,30,0,But,but,1
1,30,1,there,there,1
1,30,2,will,will,1
1,30,3,be,be,1
1,30,4,no,no,1
1,30,5,high,high,1
1,30,6,days,days,1
1,30,7,and,and,1
1,30,8,no,no,1
1,30,9,bright,bright,1
1,30,10,praise,praise,1
1,30,11,for,for,1
1,30,12,our,our,1
1,30,13,"work,",work,1
1,30,14,our,our,1
1,30,15,"design,",design,1
1,30,16,until,until,1
1,30,17,the,the,1
1,30,18,rise,rise,1
1,30,19,of,of,1
1,30,20,the,the,1
1,30,21,human,human,1
1,30,22,"work,",work,1
1,30,23,the,the,1
1,30,24,human,human,1
1,30,25,"design,""",design,1
1,30,26,they,they,1
1,30,27,said.,said,1
1,31,0,And,and,1
1,31,1,then,then,1
1,31,2,the,the,1
1,31,3,earth,earth,1
1,31,4,arose,arose,1
1,31,5,because,because,1
1,31,6,of,of,1
1,31,7,"them,",them,1
1,31,8,it,it,1
1,31,9,was,was,1
1,31,10,simply,simply,1
1,31,11,their,their,1
1,31,12,word,word,1
1,31,13,that,that,1
1,31,14,brought,brought,1
1,31,15,it,it,1
1,31,16,forth.,forth,1
1,32,0,For,for,1
1,32,1,the,the,1
1,32,2,forming,forming,1
1,32,3,of,of,1
1,32,4,the,the,1
1,32,5,earth,earth,1
1,32,6,they,they,1
1,32,7,said,said,1
1,32,8,"""Earth.""",earth,1
1,33,0,It,it,1
1,33,1,arose,arose,1
1,33,2,"suddenly,",suddenly,1
1,33,3,just,just,1
1,33,4,like,like,1
1,33,5,a,a,1
1,33,6,"cloud,",cloud,1
1,33,7,like,like,1
1,33,8,a,a,1
1,33,9,"mist,",mist,1
1,33,10,now,now,1
1,33,11,"forming,",forming,1
1,33,12,unfolding.,unfolding,1
1,34,0,Then,then,1
1,34,1,the,the,1
1,34,2,mountains,mountains,1
1,34,3,were,were,1
1,34,4,separated,separated,1
1,34,5,from,from,1
1,34,6,the,the,1
1,34,7,"water,",water,1
1,34,8,all,all,1
1,34,9,at,at,1
1,34,10,once,once,1
1,34,11,the,the,1
1,34,12,great,great,1
1,34,13,mountains,mountains,1
1,34,14,came,came,1
1,34,15,forth.,forth,1
1,35,0,By,by,1
1,35,1,their,their,1
1,35,2,genius,genius,1
1,35,3,"alone,",alone,1
1,35,4,by,by,1
1,35,5,their,their,1
1,35,6,cutting,cutting,1
1,35,7,edge,edge,1
1,35,8,alone,alone,1
1,35,9,they,they,1
1,35,10,carried,carried,1
1,35,11,out,out,1
1,35,12,the,the,1
1,35,13,conception,conception,1
1,35,14,of,of,1
1,35,15,the,the,1
1,35,16,"mountain-plain,",mountainplain,1
1,35,17,whose,whose,1
1,35,18,face,face,1
1,35,19,grew,grew,1
1,35,20,instant,instant,1
1,35,21,groves,groves,1
1,35,22,of,of,1
1,35,23,cypress,cypress,1
1,35,24,and,and,1
1,35,25,pine.,pine,1
1,36,0,And,and,1
1,36,1,the,the,1
1,36,2,Plumed,plumed,1
1,36,3,Serpent,serpent,1
1,36,4,was,was,1
1,36,5,pleased,pleased,1
1,36,6,with,with,1
1,36,7,this:,this,1
1,36,8,"""It",it,1
1,36,9,was,was,1
1,36,10,good,good,1
1,36,11,that,that,1
1,36,12,you,you,1
1,36,13,"came,",came,1
1,36,14,Heart,heart,1
1,36,15,of,of,1
1,36,16,"Sky,",sky,1
1,36,17,"Hurricane,",hurricane,1
1,36,18,and,and,1
1,36,19,Newborn,newborn,1
1,36,20,"Thunderbolt,",thunderbolt,1
1,36,21,Raw,raw,1
1,36,22,Thunderbolt.,thunderbolt,1
1,37,0,Our,our,1
1,37,1,"work,",work,1
1,37,2,our,our,1
1,37,3,design,design,1
1,37,4,will,will,1
1,37,5,turn,turn,1
1,37,6,out,out,1
1,37,7,"well,""",well,1
1,37,8,they,they,1
1,37,9,said.,said,1
1,38,0,And,and,1
1,38,1,the,the,1
1,38,2,earth,earth,1
1,38,3,was,was,1
1,38,4,formed,formed,1
1,38,5,"first,",first,1
1,38,6,the,the,1
1,38,7,mountain-plain.,mountainplain,1
1,39,0,The,the,1
1,39,1,channels,channels,1
1,39,2,of,of,1
1,39,3,water,water,1
1,39,4,were,were,1
1,39,5,separated;,separated,1
1,39,6,their,their,1
1,39,7,branches,branches,1
1,39,8,wound,wound,1
1,39,9,their,their,1
1,39,10,ways,ways,1
1,39,11,among,among,1
1,39,12,the,the,1
1,39,13,mountains.,mountains,1
1,40,0,The,the,1
1,40,1,waters,waters,1
1,40,2,were,were,1
1,40,3,divided,divided,1
1,40,4,when,when,1
1,40,5,the,the,1
1,40,6,great,great,1
1,40,7,mountains,mountains,1
1,40,8,appeared.,appeared,1
1,41,0,Such,such,1
1,41,1,was,was,1
1,41,2,the,the,1
1,41,3,formation,formation,1
1,41,4,of,of,1
1,41,5,the,the,1
1,41,6,earth,earth,1
1,41,7,when,when,1
1,41,8,it,it,1
1,41,9,was,was,1
1,41,10,brought,brought,1
1,41,11,forth,forth,1
1,41,12,by,by,1
1,41,13,the,the,1
1,41,14,Heart,heart,1
1,41,15,of,of,1
1,41,16,"Sky,",sky,1
1,41,17,Heart,heart,1
1,41,18,of,of,1
1,41,19,"Earth,",earth,1
1,41,20,as,as,1
1,41,21,they,they,1
1,41,22,are,are,1
1,41,23,"called,",called,1
1,41,24,since,since,1
1,41,25,they,they,1
1,41,26,were,were,1
1,41,27,the,the,1
1,41,28,first,first,1
1,41,29,to,to,1
1,41,30,think,think,1
1,41,31,of,of,1
1,41,32,it.,it,1
1,42,0,The,the,1
1,42,1,sky,sky,1
1,42,2,was,was,1
1,42,3,set,set,1
1,42,4,"apart,",apart,1
1,42,5,and,and,1
1,42,6,the,the,1
1,42,7,earth,earth,1
1,42,8,was,was,1
1,42,9,set,set,1
1,42,10,apart,apart,1
1,42,11,in,in,1
1,42,12,the,the,1
1,42,13,midst,midst,1
1,42,14,of,of,1
1,42,15,the,the,1
1,42,16,waters.,waters,1
1,43,0,Such,such,1
1,43,1,was,was,1
1,43,2,their,their,1
1,43,3,plan,plan,1
1,43,4,when,when,1
1,43,5,they,they,1
1,43,6,"thought,",thought,1
1,43,7,when,when,1
1,43,8,they,they,1
1,43,9,worried,worried,1
1,43,10,about,about,1
1,43,11,the,the,1
1,43,12,completion,completion,1
1,43,13,of,of,1
1,43,14,their,their,1
1,43,15,work.,work,1
1,44,0,NOW,now,1
1,44,1,THEY,they,1
1,44,2,PLANNED,planned,1
1,44,3,THE,the,1
1,44,4,ANIMALS,animals,1
1,44,5,OF,of,1
1,44,6,THE,the,1
1,44,7,"MOUNTAINS,",mountains,1
1,44,8,all,all,1
1,44,9,the,the,1
1,44,10,guardians,guardians,1
1,44,11,of,of,1
1,44,12,the,the,1
1,44,13,"forests,",forests,1
1,44,14,creatures,creatures,1
1,44,15,of,of,1
1,44,16,the,the,1
1,44,17,mountains:,mountains,1
1,44,18,the,the,1
1,44,19,"deer,",deer,1
1,44,20,"birds,",birds,1
1,44,21,"pumas,",pumas,1
1,44,22,"jaguars,",jaguars,1
1,44,23,"serpents,",serpents,1
1,44,24,"rattlesnakes,",rattlesnakes,1
1,44,25,"yellowbites,",yellowbites,1
1,44,26,guardians,guardians,1
1,44,27,of,of,1
1,44,28,the,the,1
1,44,29,bushes.,bushes,1
1,45,0,A,a,1
1,45,1,"Bearer,",bearer,1
1,45,2,Begetter,begetter,1
1,45,3,speaks:,speaks,1
1,45,4,"""Why",why,1
1,45,5,this,this,1
1,45,6,pointless,pointless,1
1,45,7,humming?,humming,1
1,46,0,Why,why,1
1,46,1,should,should,1
1,46,2,there,there,1
1,46,3,merely,merely,1
1,46,4,be,be,1
1,46,5,rustling,rustling,1
1,46,6,beneath,beneath,1
1,46,7,the,the,1
1,46,8,trees,trees,1
1,46,9,and,and,1
1,46,10,"bushes?""",bushes,1
1,47,0,"""Indeed-",indeed,1
1,47,1,they,they,1
1,47,2,had,had,1
1,47,3,better,better,1
1,47,4,have,have,1
1,47,5,"guardians,""",guardians,1
1,47,6,the,the,1
1,47,7,others,others,1
1,47,8,replied.,replied,1
1,48,0,As,as,1
1,48,1,soon,soon,1
1,48,2,as,as,1
1,48,3,they,they,1
1,48,4,thought,thought,1
1,48,5,it,it,1
1,48,6,and,and,1
1,48,7,said,said,1
1,48,8,"it,",it,1
